Year,Metric,Dimension,Category,Status,Source, Mean , SD , p10 , p25 , p50 , p75 , p90 , N 
2006,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG," 126,500 "," 881,500 "," 17,500 "," 34,500 "," 58,500 "," 99,000 "," 173,500 "," 3,100 "
2007,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2008,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG," 114,500 "," 648,500 "," 15,000 "," 32,500 "," 58,000 "," 99,500 "," 166,000 "," 3,900 "
2009,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2010,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG," 109,500 "," 493,500 "," 16,000 "," 34,500 "," 59,500 "," 101,500 "," 179,000 "," 3,600 "
2011,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG," 99,000 "," 358,500 "," 12,500 "," 32,000 "," 58,000 "," 101,500 "," 173,500 "," 3,800 "
2012,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2013,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2014,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG," 97,000 "," 213,500 "," 17,000 "," 35,500 "," 64,500 "," 108,000 "," 180,500 "," 3,850 "
2015,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2016,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2017,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2018,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2019,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG," 86,500 "," 196,000 "," 14,000 "," 32,500 "," 56,000 "," 97,500 "," 163,000 "," 4,550 "
2020,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG," 80,500 "," 216,000 "," 9,000 "," 26,000 "," 53,000 "," 95,500 "," 159,000 "," 4,450 "
2021,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG," 96,000 "," 183,000 "," 15,000 "," 35,500 "," 65,500 "," 113,000 "," 188,500 "," 4,100 "
2022,GVA per worker,2. Sizeband,Large (250+),Exporter,ABS-TiG," 96,500 "," 187,500 "," 17,500 "," 37,000 "," 66,500 "," 112,000 "," 183,500 "," 4,000 "
2005,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG," 48,000 "," 61,500 "," 6,000 "," 13,500 "," 30,500 "," 61,000 "," 124,500 "," 2,000 "
2006,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG," 46,500 "," 90,000 "," 6,000 "," 14,000 "," 29,000 "," 55,000 "," 89,000 "," 1,950 "
2007,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2008,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG," 45,000 "," 70,000 "," 6,500 "," 13,500 "," 27,500 "," 53,500 "," 92,500 "," 2,300 "
2009,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2010,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG," 47,000 "," 63,000 "," 7,000 "," 15,000 "," 28,500 "," 54,000 "," 101,500 "," 2,300 "
2011,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG," 45,000 "," 71,500 "," 6,500 "," 14,500 "," 27,500 "," 54,000 "," 88,500 "," 2,200 "
2012,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2013,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2014,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG," 50,000 "," 95,000 "," 7,000 "," 15,000 "," 28,000 "," 55,000 "," 97,000 "," 2,450 "
2015,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2016,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2017,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2018,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2019,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG," 50,000 "," 109,000 "," 8,500 "," 17,500 "," 30,500 "," 56,000 "," 100,000 "," 2,350 "
2020,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG," 66,500 "," 1,350,500 "," 4,500 "," 12,500 "," 24,500 "," 48,500 "," 86,000 "," 2,550 "
2021,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG," 50,000 "," 70,000 "," 6,500 "," 15,000 "," 30,000 "," 58,500 "," 104,000 "," 2,450 "
2022,GVA per worker,2. Sizeband,Large (250+),Non-Exporter,ABS-TiG," 51,500 "," 89,500 "," 9,000 "," 17,500 "," 31,500 "," 59,500 "," 106,000 "," 2,600 "
2005,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 86,500 "," 590,500 "," 17,000 "," 31,500 "," 51,000 "," 85,000 "," 144,000 "," 10,650 "
2006,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 90,500 "," 554,000 "," 19,500 "," 35,500 "," 57,500 "," 91,000 "," 154,000 "," 10,600 "
2007,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 97,500 "," 543,500 "," 21,000 "," 37,500 "," 60,000 "," 99,500 "," 166,500 "," 10,300 "
2008,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 85,000 "," 383,500 "," 20,000 "," 36,500 "," 59,500 "," 96,500 "," 151,500 "," 10,550 "
2009,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 78,500 "," 409,000 "," 16,000 "," 31,000 "," 52,500 "," 84,000 "," 137,000 "," 10,750 "
2010,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 83,000 "," 315,500 "," 21,000 "," 36,500 "," 57,500 "," 90,500 "," 150,000 "," 11,050 "
2011,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 83,000 "," 176,000 "," 22,500 "," 40,000 "," 61,000 "," 95,500 "," 153,500 "," 11,050 "
2012,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 85,000 "," 228,000 "," 21,000 "," 39,500 "," 61,000 "," 97,500 "," 155,500 "," 11,550 "
2013,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 84,000 "," 131,000 "," 23,000 "," 39,000 "," 63,000 "," 100,000 "," 159,500 "," 11,400 "
2014,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 91,500 "," 140,500 "," 23,000 "," 40,000 "," 64,500 "," 109,500 "," 182,500 "," 11,750 "
2015,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 86,500 "," 187,500 "," 25,000 "," 40,500 "," 65,000 "," 104,500 "," 158,500 "," 12,100 "
2016,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 87,000 "," 186,500 "," 23,500 "," 40,000 "," 62,500 "," 100,500 "," 159,500 "," 12,050 "
2017,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 90,000 "," 213,500 "," 23,500 "," 40,500 "," 63,500 "," 103,500 "," 167,500 "," 11,550 "
2018,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 85,500 "," 214,500 "," 25,000 "," 40,500 "," 62,000 "," 97,500 "," 158,000 "," 12,050 "
2019,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 83,000 "," 201,000 "," 26,000 "," 41,500 "," 62,000 "," 99,000 "," 152,000 "," 12,950 "
2020,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 76,000 "," 137,000 "," 18,000 "," 35,500 "," 58,000 "," 92,000 "," 146,000 "," 12,600 "
2021,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 89,500 "," 126,500 "," 22,000 "," 43,500 "," 68,000 "," 109,000 "," 171,000 "," 12,700 "
2022,GVA per worker,2. Sizeband,Medium (50-249),Exporter,ABS-TiG," 87,000 "," 110,500 "," 20,000 "," 42,000 "," 67,500 "," 107,000 "," 167,000 "," 12,300 "
2005,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 49,000 "," 72,500 "," 8,000 "," 18,500 "," 36,000 "," 58,500 "," 91,000 "," 14,600 "
2006,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 50,500 "," 188,000 "," 7,000 "," 17,500 "," 35,500 "," 59,500 "," 90,000 "," 15,250 "
2007,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 48,000 "," 66,500 "," 7,500 "," 18,500 "," 36,000 "," 60,500 "," 92,500 "," 14,800 "
2008,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 49,000 "," 261,000 "," 6,500 "," 18,000 "," 35,000 "," 56,500 "," 87,500 "," 15,150 "
2009,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 43,000 "," 69,500 "," 7,000 "," 16,500 "," 32,500 "," 53,000 "," 83,500 "," 14,950 "
2010,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 43,500 "," 81,500 "," 7,000 "," 17,000 "," 33,500 "," 55,500 "," 84,500 "," 14,400 "
2011,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 46,500 "," 170,000 "," 6,000 "," 16,000 "," 33,000 "," 56,000 "," 90,000 "," 14,400 "
2012,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 49,000 "," 73,000 "," 7,000 "," 17,500 "," 35,500 "," 58,000 "," 99,500 "," 14,850 "
2013,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 49,500 "," 66,500 "," 8,500 "," 19,000 "," 36,500 "," 60,500 "," 96,500 "," 14,600 "
2014,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 52,000 "," 94,000 "," 8,000 "," 18,000 "," 36,500 "," 63,500 "," 100,000 "," 14,800 "
2015,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 54,000 "," 118,000 "," 7,500 "," 18,000 "," 35,000 "," 62,000 "," 109,500 "," 15,250 "
2016,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 48,500 "," 64,500 "," 8,500 "," 18,500 "," 34,500 "," 59,500 "," 99,000 "," 15,100 "
2017,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 48,000 "," 80,500 "," 9,000 "," 18,500 "," 35,500 "," 59,000 "," 95,000 "," 15,850 "
2018,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 45,500 "," 51,500 "," 9,000 "," 19,000 "," 34,000 "," 56,500 "," 89,500 "," 16,450 "
2019,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 43,500 "," 65,000 "," 7,500 "," 17,000 "," 34,000 "," 55,000 "," 83,500 "," 17,200 "
2020,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 39,500 "," 56,500 "," 2,500 "," 11,000 "," 27,500 "," 51,000 "," 83,500 "," 18,100 "
2021,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 49,000 "," 64,000 "," 6,000 "," 16,000 "," 35,500 "," 63,500 "," 102,500 "," 16,750 "
2022,GVA per worker,2. Sizeband,Medium (50-249),Non-Exporter,ABS-TiG," 52,000 "," 90,000 "," 7,000 "," 17,500 "," 37,000 "," 63,500 "," 101,500 "," 16,250 "
2005,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG," 85,500 "," 135,500 "," 6,000 "," 23,000 "," 54,000 "," 104,000 "," 194,500 "," 90,650 "
2006,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG," 80,500 "," 222,000 "," 5,500 "," 23,000 "," 52,500 "," 101,000 "," 185,000 "," 94,400 "
2007,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2008,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG," 85,000 "," 760,500 "," 4,500 "," 24,000 "," 52,000 "," 99,000 "," 177,000 "," 106,250 "
2009,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2010,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG," 77,500 "," 542,000 "," 4,000 "," 19,500 "," 48,500 "," 94,000 "," 168,500 "," 110,250 "
2011,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG," 79,500 "," 587,000 "," 6,500 "," 24,500 "," 53,500 "," 99,000 "," 166,500 "," 115,050 "
2012,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2013,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2014,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG," 84,000 "," 258,000 "," 8,500 "," 26,500 "," 55,500 "," 104,000 "," 185,500 "," 133,550 "
2015,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2016,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2017,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2018,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2019,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG," 83,500 "," 352,000 "," 7,000 "," 23,500 "," 51,000 "," 89,000 "," 165,500 "," 170,350 "
2020,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG," 61,000 "," 340,000 "," 5,500 "," 21,000 "," 47,000 "," 74,000 "," 119,500 "," 155,100 "
2021,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG," 72,000 "," 912,000 "," 2,000 "," 17,500 "," 40,000 "," 80,000 "," 158,500 "," 171,900 "
2022,GVA per worker,2. Sizeband,Micro (0-9),Exporter,ABS-TiG," 77,000 "," 195,500 "," 10,000 "," 27,000 "," 52,500 "," 99,000 "," 158,500 "," 170,200 "
2005,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG," 53,000 "," 133,500 "," 3,500 "," 15,500 "," 34,500 "," 65,000 "," 114,500 "," 1,335,050 "
2006,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG," 54,500 "," 137,000 "," 3,000 "," 16,000 "," 36,000 "," 69,500 "," 119,000 "," 1,276,850 "
2007,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2008,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG," 50,000 "," 77,500 "," 1,500 "," 13,500 "," 33,500 "," 64,000 "," 113,000 "," 1,406,150 "
2009,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2010,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG," 48,000 "," 83,500 "," 2,000 "," 12,500 "," 30,500 "," 60,500 "," 110,000 "," 1,342,050 "
2011,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG," 47,500 "," 96,500 "," 2,000 "," 13,000 "," 31,000 "," 61,000 "," 108,000 "," 1,419,900 "
2012,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2013,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2014,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG," 52,500 "," 119,000 "," 4,000 "," 14,500 "," 33,500 "," 67,000 "," 118,000 "," 1,509,500 "
2015,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2016,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2017,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2018,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG, [c] , [c] , [c] , [c] , [c] , [c] , [c] , [c] 
2019,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG," 45,500 "," 143,000 "," 2,500 "," 11,500 "," 27,500 "," 56,000 "," 101,000 "," 1,801,850 "
2020,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG," 38,500 "," 58,500 "," 1,000 "," 9,500 "," 24,000 "," 48,000 "," 89,000 "," 1,784,700 "
2021,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG," 44,000 "," 241,500 "," 1,000 "," 10,000 "," 25,500 "," 50,500 "," 92,000 "," 1,806,700 "
2022,GVA per worker,2. Sizeband,Micro (0-9),Non-Exporter,ABS-TiG," 44,500 "," 77,500 "," 2,500 "," 12,000 "," 28,500 "," 57,000 "," 96,500 "," 1,753,450 "
2005,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 79,000 "," 474,000 "," 18,500 "," 31,500 "," 54,000 "," 88,500 "," 152,000 "," 27,650 "
2006,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 82,500 "," 166,000 "," 19,500 "," 35,000 "," 60,000 "," 102,000 "," 161,000 "," 27,000 "
2007,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 85,000 "," 285,500 "," 21,500 "," 40,000 "," 65,000 "," 100,000 "," 160,000 "," 25,650 "
2008,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 83,000 "," 288,500 "," 18,000 "," 36,500 "," 58,000 "," 98,000 "," 166,500 "," 29,550 "
2009,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 78,500 "," 298,500 "," 15,000 "," 31,500 "," 54,500 "," 89,000 "," 146,000 "," 31,300 "
2010,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 81,000 "," 216,500 "," 16,500 "," 35,500 "," 60,000 "," 96,500 "," 158,000 "," 30,000 "
2011,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 87,000 "," 211,500 "," 23,000 "," 40,000 "," 64,500 "," 104,000 "," 164,500 "," 30,850 "
2012,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 79,500 "," 112,500 "," 19,000 "," 36,000 "," 59,500 "," 97,000 "," 156,500 "," 33,350 "
2013,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 86,000 "," 423,500 "," 18,500 "," 37,500 "," 61,500 "," 100,500 "," 166,000 "," 35,050 "
2014,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 88,500 "," 175,500 "," 21,000 "," 39,500 "," 64,000 "," 104,500 "," 172,500 "," 37,750 "
2015,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 84,000 "," 541,000 "," 16,500 "," 37,000 "," 62,500 "," 101,000 "," 159,500 "," 37,150 "
2016,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 85,500 "," 605,000 "," 18,500 "," 37,500 "," 61,500 "," 102,500 "," 165,000 "," 37,100 "
2017,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 85,500 "," 620,500 "," 21,500 "," 38,500 "," 62,500 "," 102,500 "," 161,000 "," 36,850 "
2018,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 78,000 "," 290,000 "," 20,500 "," 36,000 "," 59,500 "," 99,500 "," 147,000 "," 38,550 "
2019,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 79,500 "," 359,000 "," 18,500 "," 36,500 "," 59,000 "," 93,000 "," 145,500 "," 39,650 "
2020,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 74,500 "," 218,000 "," 15,000 "," 32,000 "," 54,000 "," 89,000 "," 147,500 "," 36,950 "
2021,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 82,000 "," 172,500 "," 17,500 "," 38,000 "," 62,500 "," 102,000 "," 165,500 "," 38,150 "
2022,GVA per worker,2. Sizeband,Small (10-49),Exporter,ABS-TiG," 82,500 "," 385,500 "," 17,500 "," 35,500 "," 64,000 "," 103,500 "," 161,500 "," 39,150 "
2005,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 47,000 "," 95,000 "," 8,500 "," 18,500 "," 35,000 "," 58,000 "," 91,000 "," 116,650 "
2006,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 51,000 "," 205,000 "," 8,000 "," 19,000 "," 38,000 "," 60,500 "," 96,500 "," 116,800 "
2007,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 51,000 "," 152,500 "," 8,000 "," 19,000 "," 37,500 "," 62,500 "," 102,000 "," 120,050 "
2008,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 46,500 "," 99,000 "," 7,000 "," 16,500 "," 34,000 "," 56,000 "," 89,500 "," 123,000 "
2009,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 41,500 "," 74,000 "," 6,500 "," 15,500 "," 31,500 "," 52,000 "," 83,500 "," 119,800 "
2010,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 45,000 "," 93,500 "," 6,000 "," 16,500 "," 33,000 "," 55,000 "," 89,000 "," 117,150 "
2011,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 47,500 "," 83,500 "," 6,500 "," 17,000 "," 34,000 "," 57,000 "," 96,000 "," 117,300 "
2012,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 46,000 "," 519,500 "," 7,000 "," 16,500 "," 33,000 "," 55,500 "," 87,000 "," 124,150 "
2013,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 45,500 "," 56,000 "," 6,500 "," 16,000 "," 32,000 "," 56,500 "," 93,000 "," 129,250 "
2014,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 45,500 "," 86,000 "," 6,500 "," 14,500 "," 30,000 "," 55,500 "," 91,500 "," 135,500 "
2015,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 45,000 "," 70,500 "," 6,500 "," 15,000 "," 31,000 "," 57,000 "," 91,500 "," 134,600 "
2016,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 47,000 "," 57,000 "," 7,000 "," 16,000 "," 33,000 "," 60,000 "," 97,500 "," 143,300 "
2017,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 44,500 "," 62,500 "," 6,500 "," 15,000 "," 31,500 "," 58,000 "," 94,000 "," 142,200 "
2018,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 42,500 "," 100,000 "," 7,000 "," 14,500 "," 29,000 "," 54,000 "," 86,000 "," 140,000 "
2019,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 43,000 "," 120,500 "," 6,000 "," 14,000 "," 30,500 "," 55,000 "," 89,500 "," 139,300 "
2020,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 39,500 "," 144,500 "," 2,000 "," 8,500 "," 25,000 "," 50,000 "," 85,500 "," 144,850 "
2021,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 44,500 "," 302,000 "," 3,000 "," 11,000 "," 28,000 "," 57,500 "," 97,500 "," 140,700 "
2022,GVA per worker,2. Sizeband,Small (10-49),Non-Exporter,ABS-TiG," 43,000 "," 83,000 "," 5,000 "," 12,500 "," 31,000 "," 55,500 "," 93,000 "," 150,750 "
2011,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS," 71,000 "," 58,500 ", [c] ," 34,500 "," 53,500 "," 107,500 ", [c] ," 2,800 "
2012,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS," 62,000 "," 96,000 ", [c] ," 19,500 "," 36,500 "," 68,500 ", [c] ," 3,200 "
2013,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS," 99,000 "," 132,500 ", [c] ," 27,000 "," 61,500 "," 120,000 ", [c] ," 3,000 "
2014,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS," 88,000 "," 121,000 ", [c] ," 31,500 "," 60,000 "," 112,000 ", [c] ," 3,250 "
2015,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS," 82,000 "," 97,500 ", [c] ," 17,500 "," 63,500 "," 124,000 ", [c] ," 4,150 "
2016,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS," 70,500 "," 53,000 ", [c] ," 25,000 "," 63,500 "," 110,000 ", [c] ," 1,500 "
2017,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS," 45,500 "," 38,000 ", [c] ," 23,000 "," 39,500 "," 47,500 ", [c] ," 2,950 "
2018,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS," 47,000 "," 35,000 ", [c] ," 24,500 "," 43,500 "," 60,000 ", [c] ," 5,100 "
2019,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS," 111,500 "," 88,000 ", [c] ," 26,500 "," 72,500 "," 212,500 ", [c] ," 4,250 "
2020,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS," 90,000 "," 65,500 ", [c] ," 37,500 "," 46,000 "," 174,500 ", [c] ," 2,750 "
2021,GVA per worker,3. Industry Section,Construction (F),Exporter,ABS," 75,500 "," 93,500 ", [c] ," 23,500 "," 30,500 "," 91,000 ", [c] ," 6,200 "
